,umap_x,umap_y,umap_z
363,8.091072,0.5301958,4.248981
364,8.475259,0.23548852,4.519031
365,8.05424,3.8772342,11.706259
366,7.138808,2.0299096,4.4512258
367,8.684805,3.7865167,11.67363
368,8.474705,0.23775138,4.5297422
369,8.05965,-0.058118425,4.1645803
370,6.6794553,1.0415517,3.4459815
371,0.62452364,10.947857,5.3483243
372,10.048398,6.9930053,10.03268
373,7.5087466,0.31002748,4.2861757
374,18.325527,5.661338,4.948778
375,19.346867,4.650336,5.44281
376,8.302694,-0.17339146,3.5241792
377,8.423766,0.060040437,4.0019665
378,8.240503,2.5626333,5.1453123
379,8.337774,5.5728536,7.6963763
380,0.34363362,14.37014,4.6158915
381,0.55770683,14.889697,5.564811
382,9.599266,7.017623,10.672327
383,8.084025,3.8967288,5.514201
384,8.639676,5.358801,5.781103
385,19.325882,4.6714964,5.4666767
386,8.918748,-0.38625607,4.1872964
387,7.769619,1.7732977,4.888262
388,8.080751,3.6850362,11.480878
389,9.529642,6.739343,9.219289
390,8.051084,-0.41384763,3.8355083
391,8.483517,-0.41358426,3.817395
392,8.206209,3.9318914,11.78895
393,7.129093,0.44828692,3.0090919
394,7.029743,2.042018,4.399338
395,7.2687335,0.058725003,3.6001432
396,7.3994083,0.42545944,4.324895
397,7.394512,0.46213934,3.3189151
398,7.4359665,-0.057083983,3.0294874
399,7.556194,0.5048377,3.695752
400,8.664175,6.1486206,8.680874
401,7.903904,3.8337743,11.585193
402,6.8155675,0.8750471,3.3861217
403,9.703624,6.743695,9.288318
404,8.248352,4.0065975,11.612195
405,7.2806873,2.5414064,4.6679163
406,8.0564995,1.9117621,5.211812
407,8.327764,4.3818355,10.695431
408,8.215798,5.699006,8.637034
409,18.296415,5.3896656,4.898461
410,7.306058,4.4912305,11.24105
411,7.8218303,0.38973108,4.547849
412,7.612674,4.6416206,11.643312
413,8.092931,4.016445,5.642062
414,7.8299685,-0.15292631,3.3318472
415,8.350879,3.8792355,11.808161
416,0.78911895,14.908363,5.010716
417,0.41083375,14.8011675,5.766981
418,7.983584,3.6211703,5.1540794
419,8.2942505,3.860622,11.412651
420,9.863678,6.7001696,9.551626
421,7.5340075,0.29972297,4.2010503
422,-0.013636735,13.957417,4.391866
423,7.594729,4.6743913,11.298245
424,8.444153,-0.26421213,3.5746932
425,7.7332864,4.454496,4.4464183
426,7.785357,4.8177686,11.409793
427,8.111885,1.5009966,5.064827
428,8.211849,-0.5309337,3.8622327
429,7.844234,0.82557327,4.2794833
430,8.044795,3.6118517,5.041997
431,0.5266367,14.862046,5.609102
432,8.086213,5.154643,8.744103
433,6.9401674,1.0011158,3.409926
434,10.326751,6.931646,9.621565
435,7.05931,0.30945304,3.5572171
436,7.793269,4.0690627,11.799228
437,8.135729,1.7412509,4.903762
438,6.7148366,0.6817025,3.33865
439,7.755273,6.0523553,6.951886
440,0.5348134,14.88018,5.604666
441,-1.5362792,10.628146,6.307408
442,7.797196,0.21258557,3.5787196
443,8.530456,-0.062353566,4.1679254
444,8.238547,3.7406201,11.741648
445,8.214731,4.67746,10.102488
446,8.859274,0.26953048,4.4910727
447,8.065169,0.37897465,4.5839233
448,7.9208555,4.7832785,10.112521
449,8.86836,3.7882316,11.470533
450,0.50273836,14.848211,5.6364627
451,9.673591,6.698314,9.199047
452,7.6313624,0.68236095,4.238227
453,7.78264,4.4261904,4.4904914
454,8.256947,5.435677,8.202288
455,7.6219497,4.6026964,5.702121
456,7.768748,4.2880583,11.324151
457,0.6211115,10.961034,5.337485
458,8.205839,-0.019338215,4.2303476
459,8.636086,4.3196874,4.8931885
460,9.48158,6.7245283,9.966405
461,0.24014354,14.254518,4.561253
462,9.629194,7.2608967,10.455531
463,7.5758457,2.0023239,4.67524
464,7.5132327,4.503154,5.5600796
465,8.199565,2.1351542,4.96242
466,7.2506785,2.0924358,4.451286
467,7.385972,0.30831766,3.9236362
468,8.871249,4.2776775,11.396549
469,8.759969,-0.46682122,3.8770971
470,8.336022,-0.23934613,3.627907
471,10.184974,6.828316,9.33289
472,8.193633,0.9872561,4.642274
473,0.6444296,10.85222,5.4347463
474,8.258494,3.9496434,11.693062
475,8.495994,-0.21510473,3.8424392
476,8.965977,3.746348,11.234966
477,8.331156,1.7140808,5.084078
478,6.967753,0.7881334,3.8041565
479,8.29156,0.058566377,4.124258
480,7.1293406,1.9018674,4.3251734
481,8.619805,-0.40823534,3.7134953
482,8.711777,-0.15717147,4.222376
483,7.7215014,2.8505893,5.0094166
484,-0.074100316,13.886729,4.344845
485,0.61726713,10.975695,5.323497
486,7.293442,2.5831575,4.788264
487,8.144651,4.3204103,5.421431
488,8.011577,4.3329268,11.728999
489,7.703779,5.032094,10.418793
490,8.329205,-0.29599386,3.534009
491,9.947919,6.9244437,9.772068
492,-1.8233795,9.919253,5.6210456
493,7.810762,0.0034906976,3.2493296
494,8.538523,5.7207065,8.516158
495,7.3324,0.8799446,4.006977
496,7.4913344,0.43954042,3.8998692
497,8.338743,4.4009633,10.658947
498,8.449587,3.9850466,4.8728557
499,8.215986,4.9838715,9.46159
500,9.863803,6.742959,9.696861
501,0.64375806,10.850702,5.435453
502,8.5097,4.206231,11.705429
503,8.9522915,-0.5346547,4.151613
504,7.9376154,0.041458048,3.1566086
505,8.728179,4.2544847,11.216067
506,7.9396114,-0.28187224,3.2795677
507,10.193435,6.764359,9.401314
508,6.7129855,1.0239196,3.419954
509,6.985214,0.52857685,3.1799874
510,7.9698925,0.23291984,4.6252723
511,8.298037,-0.28070733,3.8408594
512,8.131825,4.3066278,11.593526
513,7.198616,2.2132826,4.383427
514,18.806013,5.219097,5.149676
515,7.235538,2.0707455,4.4871774
516,7.841104,4.042875,5.5058384
517,8.297414,2.0461397,5.338939
518,7.9295106,3.7698834,5.3443465
519,6.9950166,0.5665246,3.2152517
520,8.089247,-0.6012204,3.3041747
521,6.9094586,0.3494702,3.2604644
522,6.8861995,0.44350857,3.062342
523,8.675839,5.594904,7.271847
524,8.145576,4.187787,11.349683
525,6.9809394,0.77956396,3.7493436
526,8.16463,1.6642495,4.923831
527,8.238184,2.0540617,4.953751
528,9.766006,6.9691753,10.860714
529,9.364257,6.7138653,10.3651085
530,7.69637,5.1479516,6.0793166
531,8.710151,4.1609797,11.071772
532,8.354066,4.7887545,10.12705
533,7.5548368,0.072816335,3.011862
534,7.0602736,0.54908943,3.5217662
535,7.2784033,2.0711348,4.4725275
536,8.861509,-0.31408417,4.17157
537,8.205279,0.13057579,3.8296318
538,7.586934,0.13545135,3.9216726
539,0.3669063,14.772808,5.8171535
540,8.044085,1.8337816,4.894239
541,8.42745,-0.5780386,3.7051127
542,7.69589,3.309859,4.8288875
543,8.417808,4.9564514,5.7744203
544,8.351392,5.307028,5.611206
545,7.2805896,0.20938528,3.9812458
546,7.6341095,0.22223483,3.274323
547,8.349157,-0.56410706,3.695542
548,8.29083,4.236635,11.006525
549,8.48414,3.759863,11.554706
550,8.548249,0.07440497,4.5475674
551,6.9499154,0.9159236,3.8556712
552,7.8378534,4.366883,5.693323
553,8.886017,-0.53934276,4.09463
554,9.956213,6.7127724,9.119605
555,7.292989,1.999543,4.4578576
556,7.4918704,4.3684654,5.5184
557,7.28423,0.7736298,3.611679
558,0.13376492,14.125936,4.4605575
559,8.364479,4.0393224,11.363772
560,10.328387,6.9669423,9.4274025
561,8.548234,0.18391994,4.185539
562,7.941841,3.9623435,11.850168
563,7.541417,2.1376677,4.680879
564,7.019355,0.5326334,3.5098476
565,7.1150484,1.8974547,4.2969613
566,7.1893954,0.6416727,3.3961194
567,8.756031,-0.45393026,3.810745
568,7.96555,1.3590803,4.9933076
569,8.188722,1.9624301,4.999377
570,8.87578,3.7092776,11.3713
571,8.306392,5.687508,7.4662123
572,0.37033266,14.774997,5.8118243
573,7.347822,2.2454858,4.5399003
574,7.2074475,1.6589977,4.273872
575,8.024284,6.331834,7.6751213
576,7.579788,4.1059265,5.470387
577,6.659172,0.917441,3.3771205
578,0.35062674,14.758412,5.8286796
579,8.227245,1.4853342,5.031258
580,7.630467,4.315843,11.707986
581,8.409632,-0.5650691,3.618019
582,7.474165,0.58309954,3.1587343
583,8.152343,3.737079,4.790903
584,8.192616,4.6569467,10.0397835
585,-1.6459211,10.326274,6.0453796
586,8.506877,-0.2373264,3.75853
587,8.151103,4.9146547,9.398998
588,7.7039485,4.8245864,10.387268
589,7.5059977,4.7623115,11.387215
590,8.12578,2.7827375,5.375804
591,19.234745,4.7849975,5.4738092
592,8.829482,4.2448306,11.297385
593,7.3595185,0.2202719,3.6545815
594,0.34898624,14.75983,5.8336473
595,8.22772,4.958528,10.0909605
596,6.753237,1.0443376,3.3979328
597,7.822888,1.8736472,5.0900464
598,7.881261,0.08626602,4.284701
599,7.359183,0.24106677,3.7070165
600,-1.1143796,12.142981,6.9957757
601,8.367151,4.3741417,11.109062
602,9.677108,6.8277893,9.199082
603,19.231934,4.76754,5.439254
604,10.31374,6.798616,9.210574
605,8.32762,6.005665,8.909404
606,7.5194755,4.6712756,11.4287
607,18.6031,5.2724504,4.926232
608,7.1525416,0.37343645,3.4260452
609,7.494546,2.1136782,4.4707437
610,8.1549,4.2149634,11.479003
611,7.954669,3.8991692,11.460962
612,8.479311,-0.20946985,3.7771697
613,8.234184,5.979836,8.079098
614,0.63464427,10.87204,5.4142394
615,6.825492,0.37487867,3.2181385
616,7.8796062,4.790574,10.407701
617,7.9452605,3.504124,5.016358
618,7.4247856,0.27377063,4.277064
619,18.692736,5.1017027,5.229175
620,8.6141615,4.2569003,4.916529
621,6.749292,1.1482298,3.5333376
622,7.4826403,4.63398,11.645704
623,8.281914,1.5038391,5.00444
624,0.23803978,14.664258,5.912834
625,8.992664,4.760757,5.288721
626,7.573256,5.9313555,6.2722383
627,7.9544992,-0.07554755,3.4964914
628,18.212511,5.5108905,4.779955
629,8.395963,3.0980065,5.0708823
630,7.4120536,4.619975,11.485052
631,8.301069,5.3278127,8.815046
632,7.5080314,4.130033,11.465741
633,7.19264,6.0816274,5.695286
634,7.744729,0.46950063,4.0151057
635,7.8313966,3.1436625,4.89257
636,8.398294,4.419582,11.73431
637,8.467925,0.21710195,3.9644554
638,7.9232626,3.8364196,4.6827874
639,6.7394395,1.0101497,3.3921807
640,7.4947476,5.306023,5.7198677
641,8.136681,3.7317622,11.528015
642,8.093736,-0.10738535,3.3065093
643,7.155888,0.511249,3.510238
644,6.97593,1.0213054,3.9091833
645,-1.8508809,9.843135,5.5360484
646,8.089191,1.9444205,4.8660884
647,8.415502,0.63417554,4.2945166
648,7.873694,4.7884607,10.634826
649,8.447574,0.8116779,4.5444818
650,8.665771,-0.6152949,3.850504
651,8.675698,-0.12859184,4.0328064
652,-1.2169591,11.792287,6.9844656
653,8.370127,3.6302788,11.517702
654,8.193727,6.166615,8.96904
655,7.324072,1.926571,4.4689646
656,8.068054,0.1915211,3.7156527
657,8.463704,0.15582393,4.536535
658,8.357456,3.790015,11.560637
659,8.386491,0.36965576,4.7335963
660,7.073115,0.26257604,3.1726778
661,9.28841,6.731984,10.681642
662,8.413548,1.8061674,5.0311856
663,7.726568,0.11501459,3.739469
664,8.6746,-0.3505871,3.9004452
665,8.293347,0.07571706,4.357537
666,18.373016,5.531603,5.053247
667,7.9433203,4.356684,10.935305
668,7.8442206,-0.2119823,3.6518276
669,7.7146754,2.0356097,4.73504
670,8.046147,4.631322,11.421036
671,10.271114,6.865143,9.515674
672,8.78431,4.0789795,11.602433
673,8.654862,4.308733,4.9154663
674,6.9383664,1.8519112,4.2115045
675,8.171271,1.0331181,4.784216
676,7.6075664,0.9410775,3.8984413
677,8.040725,0.28697753,4.5742817
678,7.53189,4.3895197,11.691602
679,6.7976427,1.1815228,3.6136107
680,6.9489565,0.57531726,3.5587502
681,8.478372,4.5858736,11.620423
682,7.249197,1.1849775,3.8126934
683,7.7085423,4.564321,5.549566
684,7.5147915,4.1458774,4.7304425
685,7.2749524,1.9557803,4.161534
686,0.19865249,14.620281,5.937791
687,7.57709,0.2894793,3.6208591
688,8.561812,-0.26178408,3.9191773
689,7.4810624,4.3617773,5.235839
690,8.551448,3.7358754,11.49738
691,7.42974,4.649498,11.64012
692,7.9603734,4.2404714,5.644616
693,8.530038,3.7716675,11.513235
694,8.686123,5.4801188,7.292035
695,8.759773,-0.11788562,4.160791
696,7.5482435,1.9000882,4.9815145
697,7.56235,4.2456965,11.536041
698,7.6815286,3.9858437,11.501502
699,7.7830606,4.911167,4.546303
700,8.143703,2.1642213,5.252345
701,7.5099483,0.52390885,3.658603
702,6.805253,0.3396567,3.2328327
703,7.1981616,0.28215125,3.6659863
704,6.8101916,1.0744604,3.4632335
705,7.291071,0.3415295,4.2777524
706,8.274659,6.031088,8.798884
707,9.705937,6.9892125,9.356506
708,0.63482016,10.873924,5.416373
709,7.5889754,4.7287025,11.671404
710,7.7506604,4.8006816,10.330365
711,0.61096275,10.980283,5.320159
712,8.190851,-0.015282344,4.131832
713,8.08563,1.9418015,4.9028664
714,7.6654735,0.023864321,3.196679
715,6.892034,1.2283698,3.6341908
716,9.683542,6.858324,9.773131
717,0.14401545,14.561781,5.981841
718,8.193179,-0.43963784,3.4173062
719,9.775533,6.8547606,9.88522
720,9.208532,10.087784,8.342517
721,10.337606,6.9072886,9.118826
722,7.07294,11.773717,3.5864902
723,7.2924366,11.846344,3.2979188
724,7.513228,11.431567,3.2475889
725,7.7288437,11.433241,3.2626376
726,7.866656,10.887614,2.9976914
727,6.8678837,11.170932,3.832923
728,9.726761,9.740988,8.012208
729,-2.4681175,5.9103084,3.6743193
730,9.303159,7.3799314,8.7706995
731,7.825775,9.084972,3.8382268
732,-2.4316459,6.039176,3.7586935
733,6.779306,11.580983,3.8178442
734,7.518462,5.965125,6.1415596
735,7.3424273,10.939894,3.502295
736,9.712625,7.152301,8.968445
737,7.308317,11.87947,3.3994672
738,9.263103,8.884393,7.7208123
739,8.205343,11.279384,3.0431304
740,8.969345,9.696226,8.172525
741,7.1594906,11.757685,3.3981152
742,9.206208,9.74475,8.413774
743,9.333291,10.068621,8.129719
744,7.255,11.561705,3.3413317
745,18.137873,5.6654615,5.5531535
746,8.114776,8.263694,4.780492
747,-2.4631732,5.917931,3.676497
748,7.0259676,11.613055,3.4549532
749,7.4708734,10.075699,3.8657863
